step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
327,CASH_IN,27990.11,C924935859,41002.54,68992.65,C622225619,150227.9,122237.79,0,0
206,TRANSFER,34007.27,C226159698,89887.11,55879.84,C399623707,196953.76,230961.03,0,0
709,CASH_IN,14353.94,C190664842,39878.85,54232.79,C168496338,124069.85,109715.91,0,0
64,CASH_OUT,38446.45,C662315094,90089.35,51642.9,C161264412,48419.74,86866.19,0,0
609,PAYMENT,6856.53,C274859618,35163.47,28306.94,M476297308,0.0,0.0,0,0
299,CASH_OUT,34291.38,C342595590,44887.9,10596.52,C910921850,104846.2,139137.58,0,0
61,CASH_OUT,49538.1,C843968258,51057.06,1518.96,C466998369,38060.99,87599.09,0,0
256,CASH_IN,43554.34,C287668359,71573.21,115127.55,C365501220,267197.16,223642.82,0,0
31,CASH_OUT,12668.63,C760608275,22012.45,9343.82,C632068230,305921.18,318589.81,0,0
560,CASH_IN,16588.79,C254453325,65452.21,82041.0,C515182791,16817.76,228.97,0,0
353,CASH_OUT,112501.62,C151147384,157727.09,45225.47,C767415517,199039.73,311541.35,0,0
298,PAYMENT,453.03,C441000974,13686.12,13233.09,M542152335,0.0,0.0,0,0
454,CASH_IN,96299.61,C790215456,23983.91,120283.52,C191459703,210062.87,113763.26,0,0
526,CASH_OUT,245638.39,C752108766,344817.79,99094.50000251444,C716952276,494429.82,740068.21,0,0
376,PAYMENT,6533.22,C818129318,27815.33,21282.11,M195137231,0.0,0.0,0,0
425,CASH_IN,7493.27,C827818512,38810.75,46304.02,C474345906,258883.05,251389.78,0,0
160,CASH_IN,33464.06,C360782865,62257.94,95722.0,C688729535,48883.53,15419.47,0,0
297,CASH_IN,3226.22,C635416714,45416.02,48642.24,C520573348,188461.63,185235.41,0,0
86,CASH_OUT,149838.32,C834808246,270327.86,120489.54,C487269383,81483.15,231321.47,0,0
210,PAYMENT,719.67,C362292655,50877.67,50158.0,M501203590,0.0,0.0,0,0
713,PAYMENT,202.14,C460978126,9317.48,9115.34,M399841247,0.0,0.0,0,0
236,CASH_IN,5157.1,C667221149,10141.6,15298.7,C264107627,37992.3,32835.2,0,0
212,CASH_OUT,37536.32,C842054121,80795.12,43258.8,C746320882,280562.33,318098.65,0,0
154,CASH_OUT,49292.38,C957272169,158069.57,108777.19,C927280208,257698.81,306991.19,0,0
353,PAYMENT,1419.71,C173519699,29812.03,28392.32,M554958255,0.0,0.0,0,0
664,CASH_OUT,22032.45,C951319898,53853.91,31821.46,C812453903,111887.97,133920.42,0,0
187,TRANSFER,167006.55,C930787107,384449.83,217443.28,C131235021,19664.63,186671.18,0,0
441,CASH_OUT,50771.69,C230063418,63572.8,12801.11,C255958914,62634.96,113406.65,0,0
257,CASH_OUT,17860.11,C360801714,114553.12,96693.01,C588614867,13657.47,31517.58,0,0
109,CASH_IN,67086.77,C614127131,279229.67,346316.44,C956737894,2114.79,0.0,0,0
36,CASH_IN,31909.88,C479411776,293898.9,325808.78,C874120940,180715.89,148806.01,0,0
220,PAYMENT,6469.37,C631612765,18903.08,12433.71,M759448464,0.0,0.0,0,0
382,CASH_IN,2458.26,C419303641,5158.5,7616.76,C568902491,112180.35,109722.09,0,0
544,CASH_OUT,96025.31,C752248284,219359.27,123333.96,C973392260,332.02,96357.33,0,0
303,PAYMENT,1910.56,C666730417,7351.56,5441.0,M348089254,0.0,0.0,0,0
178,CASH_IN,53920.83,C505455991,125665.62,179586.45,C282850919,26189.72,0.0,0,0
208,CASH_OUT,69489.65,C302840465,163369.74,93880.09,C474778570,118924.69,188414.34,0,0
261,CASH_OUT,71192.92,C421421775,122057.3,50864.38,C103963668,265964.39,337157.31,0,0
249,CASH_OUT,51413.53,C686259136,165129.99,113716.46,C750591493,188495.02,239908.55,0,0
551,CASH_IN,57585.61,C111094138,161957.18,219542.79,C977440586,247328.7,189743.09,0,0
613,CASH_OUT,14948.52,C982149804,20648.79,5700.27,C607740381,302174.33,317122.85,0,0
742,PAYMENT,807.26,C416317285,40365.63,39558.37,M532694996,0.0,0.0,0,0
375,CASH_OUT,18686.13,C759248606,66750.72,48064.59,C993263853,20117.73,38803.86,0,0
227,TRANSFER,108385.9,C967144545,120765.44,12379.54,C460320669,71064.06,179449.96,0,0
684,PAYMENT,11.55,C189280408,5588.98,5577.43,M266804940,0.0,0.0,0,0
563,PAYMENT,977.74,C585152798,7575.03,6597.29,M785985003,0.0,0.0,0,0
275,CASH_OUT,10783.23,C697489993,14774.35,3991.12,C801910164,116296.13,127079.36,0,0
591,CASH_OUT,20310.7,C127009132,81448.25,61137.55,C473756570,33255.44,53566.14,0,0
122,CASH_OUT,17841.58,C896466537,45044.5,27202.92,C399401385,78523.88,96365.46,0,0
670,PAYMENT,165.62,C487631741,2858.74,2693.12,M592342453,0.0,0.0,0,0
281,TRANSFER,66761.04,C276323655,73039.07,6278.03,C862584729,34242.75,101003.79,0,0
237,PAYMENT,667.95,C933120336,20044.85,19376.9,M350739684,0.0,0.0,0,0
425,PAYMENT,1670.22,C260676670,10329.43,8659.21,M336772012,0.0,0.0,0,0
421,PAYMENT,1894.48,C121892059,10010.98,8116.5,M657173989,0.0,0.0,0,0
81,PAYMENT,3703.96,C432433654,39029.93,35325.97,M750814214,0.0,0.0,0,0
734,CASH_IN,12930.25,C293674023,14591.01,27521.26,C446969522,6883.95,0.0,0,0
208,CASH_OUT,106441.29,C508214626,130259.5,23818.21,C337831246,208307.25,314748.54,0,0
163,CASH_IN,25610.05,C528028776,15529.17,41139.22,C394365396,20505.98,0.0,0,0
419,CASH_OUT,4370.1,C928286335,20096.11,15726.01,C933310870,76433.91,80804.01,0,0
182,CASH_OUT,17733.48,C454397000,52378.38,34644.9,C225425768,31983.81,49717.29,0,0
255,PAYMENT,71.4,C631801025,7167.92,7096.52,M668929287,0.0,0.0,0,0
159,PAYMENT,215.38,C311478136,29896.06,29680.68,M513896725,0.0,0.0,0,0
198,CASH_OUT,9528.98,C140902526,40826.92,31297.94,C466485314,120338.92,129867.9,0,0
181,PAYMENT,15741.31,C264927444,33466.23,17724.92,M771908374,0.0,0.0,0,0
66,CASH_OUT,17828.58,C416332526,55482.78,37654.2,C335806254,164432.22,182260.8,0,0
402,TRANSFER,72411.84,C802085080,161984.26,89572.42,C622159678,85112.01,157523.85,0,0
38,PAYMENT,158.38,C473217565,18032.43,17874.05,M239847498,0.0,0.0,0,0
357,CASH_IN,93884.95,C785865251,231943.03,325827.98,C145705707,86744.46,0.0,0,0
330,PAYMENT,547.94,C760218323,13662.28,13114.34,M707534684,0.0,0.0,0,0
689,PAYMENT,1123.0,C418686406,6417.33,5294.33,M891817609,0.0,0.0,0,0
422,CASH_OUT,52308.46,C831259816,95794.27,43485.81,C950006528,256523.72,308832.18,0,0
375,PAYMENT,3014.13,C362088823,170232.01,167217.88,M692162640,0.0,0.0,0,0
466,CASH_OUT,7841.63,C846652456,13559.54,5717.91,C863264676,3720.76,11562.39,0,0
518,CASH_OUT,9222.94,C107318416,17242.92,8019.98,C189703837,196320.32,205543.26,0,0
86,CASH_OUT,128903.02,C307038269,162794.44,33891.42,C500320491,34642.58,163545.6,0,0
585,PAYMENT,479.18,C575468003,3839.82,3360.64,M185955245,0.0,0.0,0,0
477,PAYMENT,768.06,C816894107,10846.75,10078.69,M155216871,0.0,0.0,0,0
130,CASH_IN,4961.86,C156154858,29982.12,34943.98,C856044165,145973.46,141011.6,0,0
128,PAYMENT,719.25,C780694337,12773.32,12054.07,M734087227,0.0,0.0,0,0
613,CASH_IN,38982.76,C435426156,55350.94,94333.7,C739412764,130504.11,91521.35,0,0
256,CASH_IN,22690.65,C299071954,21433.64,44124.29,C440863857,105231.96,82541.31,0,0
609,TRANSFER,64821.96,C989853114,99975.99,35154.03,C478874941,51824.09,116646.05,0,0
393,PAYMENT,10919.57,C144716013,16539.72,5620.15,M631449943,0.0,0.0,0,0
562,TRANSFER,51673.78,C916436244,208111.07,156437.29,C753670841,126460.1,178133.88,0,0
659,CASH_OUT,34459.84,C975932657,60733.51,26273.67,C805873903,87459.93,121919.77,0,0
58,CASH_OUT,103887.49,C570082724,112739.24,8851.75,C629523953,200137.51,304025.0,0,0
733,CASH_IN,15255.06,C200768668,50405.46,65660.52,C311151452,40193.51,24938.45,0,0
290,PAYMENT,745.2,C384489492,8930.21,8185.01,M195683971,0.0,0.0,0,0
511,PAYMENT,98.81,C719709070,11360.4,11261.59,M556618630,0.0,0.0,0,0
65,PAYMENT,216.32,C989751699,17278.81,17062.49,M438579714,0.0,0.0,0,0
373,CASH_OUT,73675.62,C267593718,110755.87,37080.25,C710665589,63307.7,136983.32,0,0
348,CASH_IN,4208.97,C637152267,214283.65,218492.62,C670983965,8416.73,4207.76,0,0
242,CASH_IN,86470.55,C298021349,70420.28,156890.83,C106873050,78663.94,0.0,0,0
419,CASH_IN,40045.85,C712161289,157332.52,197378.37,C347347801,66223.18,26177.33,0,0
354,CASH_OUT,48977.99,C744077050,60141.38,11163.39,C261039173,478179.18,527157.17,0,0
107,CASH_OUT,45870.7,C773558643,177507.95,131637.25,C961902524,555.54,46426.24,0,0
382,PAYMENT,296.31,C367520604,50938.77,50642.46,M305382607,0.0,0.0,0,0
708,CASH_IN,21866.89,C891962926,210232.21,232099.1,C346529406,241262.5,219395.61,0,0
373,CASH_OUT,89396.75,C740344486,94804.13,5407.38,C940346216,462376.7,551773.45,0,0
402,PAYMENT,3184.01,C104068368,4200.98,1016.97,M433899143,0.0,0.0,0,0
215,PAYMENT,1069.8,C581945363,12622.79,11552.99,M839773033,0.0,0.0,0,0
636,CASH_IN,88562.63,C628166384,14829.22,103391.85,C763599189,230425.64,141863.01,0,0
536,CASH_OUT,39504.2,C104298719,53543.69,14039.49,C400109400,53525.1,93029.3,0,0
62,CASH_OUT,20690.46,C740240087,42301.57,21611.11,C960222123,348.79,21039.25,0,0
471,PAYMENT,7527.3,C957717661,9996.01,2468.71,M496440848,0.0,0.0,0,0
309,CASH_OUT,180578.05,C441976079,234530.5,53952.45,C585887300,395977.58,576555.63,0,0
517,PAYMENT,176.89,C707197331,11968.83,11791.94,M878459910,0.0,0.0,0,0
55,CASH_OUT,493159.5,C455909898,513803.95,20644.45,C287051110,17301.2,510460.7,0,0
664,PAYMENT,3463.18,C442191456,13922.06,10458.88,M296867156,0.0,0.0,0,0
147,PAYMENT,659.17,C240061356,10733.3,10074.13,M576288909,0.0,0.0,0,0
685,CASH_IN,26750.88,C715328245,397871.77,424622.65,C159024768,22874.89,0.0,0,0
132,CASH_OUT,55254.07,C299895713,67201.82,11947.75,C216354019,0.0,0.0,1,0
202,CASH_IN,175182.86,C594641183,31187.67,206370.53,C447133530,150720.55,0.0,0,0
286,CASH_IN,35600.45,C228980993,33142.48,68742.93,C572312039,235296.87,199696.42,0,0
348,CASH_OUT,20115.15,C619933165,140827.19,120712.04,C874372273,329534.05,349649.2,0,0
500,CASH_IN,224828.82,C403737575,55577.75,280406.57,C626548198,11729.41,0.0,0,0
470,CASH_IN,69152.3,C832345663,57975.22,127127.52,C985317093,658271.86,589119.56,0,0
66,PAYMENT,1014.47,C437142853,36492.55,35478.08,M718630519,0.0,0.0,0,0
229,CASH_OUT,35228.66,C917230890,35422.43,193.77,C580237482,209244.64,244473.3,0,0
24,TRANSFER,67172.8,C859297226,100669.74,33496.94,C777874145,54827.05,121999.85,0,0
447,CASH_OUT,86824.08,C369737696,94344.33,7860.405621718981,C342061303,77797.84,164621.92,0,0
441,PAYMENT,746.16,C609329447,26905.66,26159.5,M200976015,0.0,0.0,0,0
529,CASH_IN,7305.88,C690671136,132410.91,139716.79,C134292508,235682.25,228376.37,0,0
548,CASH_OUT,33238.51,C632237761,73155.3,39916.79,C491828258,537409.47,570647.98,0,0
304,CASH_IN,1922.34,C230352216,778.76,2701.1,C355563450,102414.31,100491.97,0,0
728,PAYMENT,1172.72,C326274305,13438.67,12265.95,M196521437,0.0,0.0,0,0
281,PAYMENT,3913.44,C801032764,16488.82,12575.38,M380613197,0.0,0.0,0,0
10,CASH_OUT,37137.25,C669927942,51147.07,14009.82,C900634863,12135.46,49272.71,0,0
450,CASH_OUT,5730.45,C624496568,117877.07,112146.62,C876684003,71860.93,77591.38,0,0
687,PAYMENT,540.55,C221824710,20096.64,19556.09,M407699007,0.0,0.0,0,0
560,PAYMENT,636.77,C791800973,17145.09,16508.32,M539656157,0.0,0.0,0,0
367,PAYMENT,766.54,C131460636,1004.98,238.44,M817116022,0.0,0.0,0,0
589,CASH_IN,40203.48,C116783119,38570.32,78773.8,C819267532,111631.34,71427.86,0,0
549,CASH_IN,110500.87,C838793335,104714.4,215215.27,C511674435,241840.61,131339.74,0,0
542,CASH_OUT,33237.51,C448908282,116378.7,83141.19,C249863825,224054.32,257291.83,0,0
665,CASH_OUT,43907.32,C786181504,169023.4,125116.08,C837047089,50758.1,94665.42,0,0
349,CASH_OUT,21720.63,C773598753,39414.23,17693.6,C974134083,441668.66,463389.29,0,0
372,CASH_OUT,27867.42,C378967136,39807.79,11940.37,C862050025,215088.14,242955.56,0,0
258,CASH_IN,20229.19,C143039762,123866.28,144095.47,C315163186,93951.51,73722.32,0,0
565,CASH_OUT,87525.39,C189359381,90577.51,3052.12,C650451044,60022.88,147548.27,0,0
128,CASH_IN,19544.43,C391318986,124946.21,144490.64,C848352547,69445.73,49901.3,0,0
251,PAYMENT,245.97,C639435166,26295.48,26049.51,M290234985,0.0,0.0,0,0
62,CASH_OUT,49646.7,C868282427,78993.52,29346.82,C316975692,60269.83,109916.53,0,0
348,CASH_OUT,204239.22,C678311730,204239.22,0.0,C320738367,0.0,0.0,1,0
12,PAYMENT,170.26,C591557422,1196.66,1026.4,M368814986,0.0,0.0,0,0
160,CASH_OUT,26243.5,C659995776,56207.05,29963.55,C697145280,143185.38,169428.88,0,0
15,CASH_IN,15336.17,C789275486,88737.96,104074.13,C632578767,46012.15,30675.98,0,0
395,PAYMENT,153.38,C240717215,3137.27,2983.89,M472242516,0.0,0.0,0,0
204,CASH_IN,57049.4,C436162150,88934.51,145983.91,C324173089,56123.27,0.0,0,0
689,CASH_OUT,53949.11,C991135725,77157.34,23208.23,C281046634,59567.38,113516.49,0,0
620,CASH_OUT,31522.83,C179975377,37607.02,6084.19,C999316580,45275.91,76798.74,0,0
539,CASH_OUT,255735.11,C731956858,257901.64,2166.53,C822718530,358175.75,613910.86,0,0
299,CASH_OUT,242660.96,C908827894,265499.44,22838.48,C826482779,29185.46,271846.42,0,0
250,CASH_IN,56958.35,C964704356,52511.49,109469.84,C475804644,421702.82,364744.47,0,0
680,CASH_IN,9381.44,C300562481,32955.49,42336.93,C977304479,313076.96,303695.52,0,0
468,CASH_IN,15798.73,C291480218,274250.25,290048.98,C633475648,78536.15,62737.42,0,0
134,PAYMENT,444.77,C528803172,127009.21,126564.44,M263247070,0.0,0.0,0,0
14,CASH_OUT,123249.25,C700800716,123249.25,0.0,C598535321,0.0,123249.25,1,0
160,CASH_OUT,34769.22,C145161649,49554.81,14785.59,C313352155,154300.21,189069.43,0,0
270,CASH_OUT,51160.59,C607906099,65005.52,13844.93,C551698630,185977.22,237137.81,0,0
734,CASH_OUT,308356.22,C250350501,324352.05,15995.83,C891925537,116752.43,425108.65,0,0
514,CASH_OUT,16860.01,C540663513,24597.2,7737.19,C136676129,18799.91,35659.92,0,0
466,PAYMENT,617.04,C393725720,7974.63,7357.59,M776496252,0.0,0.0,0,0
546,CASH_OUT,79679.84,C822046279,187265.0,107585.16,C862122399,314598.54,394278.38,0,0
441,PAYMENT,725.41,C351141855,36921.79,36196.38,M163130512,0.0,0.0,0,0
395,TRANSFER,23788.58,C166909540,76049.97,52261.39,C549010421,56333.03,80121.61,0,0
87,TRANSFER,51834.04,C551691339,118593.85,66759.81,C960730388,461.56,52295.6,0,0
63,CASH_OUT,130215.91,C910225762,146222.58,16006.67,C382082048,9726.34,139942.25,0,0
5,CASH_OUT,525638.78,C189084750,647021.46,121382.68,C359995914,64179.83,589818.61,0,0
415,CASH_OUT,29543.06,C869531729,45951.7,16081.66640657285,C146076127,590486.24,620029.3,0,0
640,PAYMENT,307.64,C326977550,34352.53,34044.89,M246281258,0.0,0.0,0,0
501,CASH_OUT,35206.11,C668582657,59053.83,23847.72,C762442044,670869.63,706075.74,0,0
360,CASH_OUT,63997.73,C549312199,82897.94,18900.21,C855564710,43874.48,107872.21,0,0
191,PAYMENT,658.61,C461967184,7163.76,6505.15,M970171426,0.0,0.0,0,0
12,PAYMENT,396.3,C461911345,6355.26,5958.96,M987626453,0.0,0.0,0,0
466,PAYMENT,1522.07,C244575251,19278.13,17756.06,M399315227,0.0,0.0,0,0
320,PAYMENT,1373.1,C966502249,95779.71,94406.61,M489798032,0.0,0.0,0,0
83,PAYMENT,223.46,C215491779,429.87,206.41,M319422992,0.0,0.0,0,0
107,PAYMENT,5209.1,C803585618,21777.83,16568.73,M569645180,0.0,0.0,0,0
543,PAYMENT,494.59,C317248453,25871.76,25377.17,M289734514,0.0,0.0,0,0
300,TRANSFER,1666113.61,C686122961,1687005.88,20892.27,C449263070,66848.49,1732962.1,0,0
658,PAYMENT,340.27,C271631792,37397.28,37057.01,M791659633,0.0,0.0,0,0
567,CASH_IN,111056.87,C271050727,194473.45,305530.32,C693318100,249281.19,138224.32,0,0
347,PAYMENT,366.39,C728884436,41524.6,41158.21,M966594502,0.0,0.0,0,0
132,PAYMENT,908.04,C865392858,3981.37,3073.33,M816992235,0.0,0.0,0,0
15,TRANSFER,175888.66,C765404683,182047.0,6158.34,C385680889,2935.43,178824.09,0,0
536,PAYMENT,1565.9,C790315396,1845.77,279.87,M745885519,0.0,0.0,0,0
449,CASH_OUT,60065.65,C355518862,187356.13,127290.48,C356616825,55212.86,115278.51,0,0
742,PAYMENT,139.45,C164635858,3725.1,3585.65,M340808191,0.0,0.0,0,0
302,TRANSFER,154235.25,C238308290,171894.04,17658.79,C810698964,124042.15,278277.4,0,0
686,PAYMENT,670.97,C333911458,9975.34,9304.37,M337975093,0.0,0.0,0,0
684,PAYMENT,20596.09,C915027014,118966.22,98370.13,M189979468,0.0,0.0,0,0
141,CASH_OUT,126291.65,C547075277,224026.38,97734.73,C103926916,446284.57,572576.22,0,0
344,CASH_IN,103769.68,C474075738,64528.25,168297.93,C969517226,79107.5,0.0,0,0
378,CASH_OUT,107492.55,C981572750,129287.32,21794.77,C291940605,53264.52,160757.07,0,0
568,CASH_IN,21615.72,C203447245,43361.68,64977.4,C899113723,77900.06,56284.34,0,0
546,CASH_IN,26149.92,C810532347,190099.19,216249.11,C326828878,98610.08,72460.16,0,0
381,TRANSFER,72836.88,C533093280,124826.57,51989.69,C783287100,160520.22,233357.1,0,0
230,PAYMENT,109.61,C607495613,22036.58,21926.97,M199865797,0.0,0.0,0,0
515,CASH_OUT,68470.22,C303320319,80357.44,11887.22,C192426584,64521.91,132992.13,0,0
209,CASH_OUT,53549.7,C583880087,67174.08,13624.38,C719697398,596429.13,649978.83,0,0
211,PAYMENT,15702.21,C785413639,30679.94,14977.73,M564574248,0.0,0.0,0,0
400,TRANSFER,212233.97,C383919817,283868.98,71635.01,C134059996,120554.16,332788.13,0,0
403,CASH_OUT,105086.35,C369407201,130279.27,25192.92,C543776014,18405.66,123492.01,0,0
401,CASH_OUT,71838.38,C237783833,102664.59,30826.21,C610553496,212656.77,284495.15,0,0
573,CASH_OUT,58506.11,C379179340,186719.45,128213.34,C297832459,38644.88,97150.99,0,0
279,PAYMENT,483.96,C353615281,5376.38,4892.42,M422172879,0.0,0.0,0,0
300,CASH_OUT,99073.76,C376256488,428918.63,329844.87,C694504660,316751.02,415824.78,0,0
712,PAYMENT,774.67,C327863363,3169.86,2395.19,M333028973,0.0,0.0,0,0
271,PAYMENT,1746.28,C734620405,3708.98,1962.7,M303943381,0.0,0.0,0,0
326,CASH_OUT,128206.42,C508486110,200898.16,72691.74,C330514053,175929.02,304135.44,0,0
233,CASH_OUT,16384.72,C360424697,21953.87,5569.15,C496775230,248095.23,264479.95,0,0
537,CASH_OUT,18306.9,C254943876,134600.72,116293.82,C870953199,67383.22,85690.12,0,0
444,CASH_OUT,49343.39,C941651425,138388.39,89045.0,C123843410,158842.6,208185.99,0,0
684,CASH_IN,36800.12,C293998560,107791.26,144591.38,C523695955,133313.02,96512.9,0,0
35,PAYMENT,2179.61,C697137675,36520.9,34341.29,M854208482,0.0,0.0,0,0
88,PAYMENT,1040.1,C857727832,3759.52,2719.42,M115626845,0.0,0.0,0,0
446,CASH_OUT,23929.38,C626054498,127653.27,103723.89,C661536914,742902.97,766832.35,0,0
162,TRANSFER,41414.58,C711152052,41414.58,0.0,C300682506,0.0,41414.58,1,0
606,PAYMENT,16529.68,C813984110,23378.06,6848.38,M730656578,0.0,0.0,0,0
349,CASH_OUT,27120.79,C973748140,131701.53,104783.83592344089,C734760860,8108.73,35229.52,0,0
338,PAYMENT,7564.21,C749767532,99390.44,91826.23,M242603842,0.0,0.0,0,0
562,CASH_OUT,55378.25,C962493600,83974.86,28596.61,C542509612,2917.25,58295.5,0,0
137,PAYMENT,799.07,C611612168,10050.88,9251.81,M736738699,0.0,0.0,0,0
56,CASH_OUT,14567.27,C424634991,33847.68,19280.41,C363123565,132717.4,147284.67,0,0
128,CASH_OUT,6880.29,C458942378,12119.52,5239.23,C399408750,164178.5,171058.79,0,0
732,CASH_IN,111183.84,C423385254,233919.01,345102.85,C160208294,106638.6,0.0,0,0
377,CASH_IN,113258.55,C368100059,457649.64,570908.19,C341798860,16846.84,0.0,0,0
39,CASH_IN,16300.57,C869588631,42958.87,59259.44,C421167192,178050.74,161750.17,0,0
737,CASH_OUT,254424.01,C263773718,281647.14,27223.13,C476170991,137917.27,392341.28,0,0
654,CASH_OUT,54486.18,C707407919,113833.4,59347.22,C345175834,108485.3,162971.48,0,0
158,CASH_OUT,25775.51,C862373358,54752.99,28977.48,C621149610,533428.24,559203.75,0,0
709,CASH_OUT,33251.47,C209126902,35838.55,2587.08,C407641469,133236.16,166487.63,0,0
260,CASH_OUT,7093.12,C362830589,167998.37,160905.25,C723661089,7792.02,14885.14,0,0
617,PAYMENT,333.57,C447636869,18910.94,18577.37,M894023015,0.0,0.0,0,0
709,CASH_IN,10231.83,C725596166,185841.69,196073.52,C920377216,3385.45,0.0,0,0
158,CASH_IN,23770.7,C717458707,74034.05,97804.75,C845967076,6342.07,0.0,0,0
85,PAYMENT,2821.89,C692633270,75022.0,72200.11,M688544443,0.0,0.0,0,0
685,PAYMENT,814.83,C135494459,24816.29,24001.46,M798543545,0.0,0.0,0,0
567,CASH_OUT,12453.44,C934705114,48505.82,36052.38,C787729172,100827.89,113281.33,0,0
466,CASH_OUT,17871.86,C325646624,82666.7,64794.84,C157416930,25678.99,43550.85,0,0
155,CASH_OUT,97210.71,C691038075,298062.72,200852.01,C208307595,243052.25,340262.96,0,0
83,CASH_IN,14290.45,C501643544,41523.78,55814.23,C397679204,216848.23,202557.78,0,0
690,CASH_IN,36852.78,C864055793,143897.4,180750.18,C593481896,46317.26,9464.48,0,0
285,TRANSFER,90089.55,C500713763,138811.61,48722.06,C648290146,58052.33,148141.88,0,0
109,CASH_IN,21898.85,C886522017,211371.92,233270.77,C893858007,236985.61,215086.76,0,0
535,PAYMENT,1533.35,C193966841,11648.52,10115.17,M520369781,0.0,0.0,0,0
679,CASH_OUT,176576.45,C139728541,203761.53,27185.08,C125635807,27127.95,203704.4,0,0
708,CASH_OUT,14601.36,C948231947,42214.96,27613.6,C855842026,128100.68,142702.04,0,0
708,CASH_IN,37303.14,C465922277,13170.6,50473.74,C883405674,48892.85,11589.71,0,0
680,PAYMENT,350.89,C225077352,15342.33,14991.44,M606682168,0.0,0.0,0,0
618,PAYMENT,280.65,C660171883,8043.35,7762.7,M275687207,0.0,0.0,0,0
446,PAYMENT,1266.74,C212151993,36624.67,35357.93,M276046565,0.0,0.0,0,0
608,CASH_OUT,84926.55,C312048713,98872.02,13945.47,C375516309,7990.32,92916.87,0,0
104,PAYMENT,1346.76,C545291945,59147.0,57800.24,M226627129,0.0,0.0,0,0
637,PAYMENT,2636.81,C747222828,62388.28,59751.47,M623099517,0.0,0.0,0,0
704,CASH_IN,26569.96,C770630102,37451.28,64021.24,C235432386,39776.12,13206.16,0,0
446,PAYMENT,1095.22,C105913928,20139.4,19044.18,M478674448,0.0,0.0,0,0
492,CASH_OUT,206530.26,C180141977,226784.75,20254.49,C694481643,246576.41,453106.67,0,0
716,CASH_OUT,91433.99,C976183272,93220.86,1786.87,C410353616,2236.47,93670.46,0,0
61,CASH_OUT,129730.04,C601639953,210116.81,80386.77,C820664706,120233.5,249963.54,0,0
639,CASH_IN,13049.9,C273226776,23686.01,36735.91,C335713359,67134.61,54084.71,0,0
618,PAYMENT,2101.35,C512869102,8730.79,6629.44,M931835477,0.0,0.0,0,0
251,PAYMENT,2953.16,C906999759,24905.82,21952.66,M679487706,0.0,0.0,0,0
158,CASH_IN,32994.5,C859238799,20542.08,53536.58,C172665860,94844.21,61849.71,0,0
680,PAYMENT,4905.12,C936524316,6351.62,1446.5,M789703205,0.0,0.0,0,0
397,CASH_OUT,16223.67,C486193195,19203.74,3475.5144735669583,C419446213,14146.9,30370.57,0,0
588,PAYMENT,2789.85,C191056957,30028.92,27239.07,M475348557,0.0,0.0,0,0
205,PAYMENT,282.2,C862792882,908.7,626.5,M117709835,0.0,0.0,0,0
488,PAYMENT,11491.62,C395643023,37249.52,25757.9,M951220157,0.0,0.0,0,0
204,CASH_IN,96096.1,C109169405,233518.82,329614.92,C135861864,171169.67,75073.57,0,0
235,PAYMENT,3607.41,C324383574,5391.39,1783.98,M701871770,0.0,0.0,0,0
309,CASH_OUT,18608.86,C840052530,31500.34,12891.48,C215889382,320207.87,338816.73,0,0
346,PAYMENT,3028.4,C964716328,7615.65,4587.25,M371512491,0.0,0.0,0,0
515,CASH_OUT,384648.16,C199582754,411622.87,26974.71,C903853170,74899.65,459547.81,0,0
721,CASH_IN,36406.89,C592599466,43649.48,80056.37,C602838898,196327.33,159920.44,0,0
104,CASH_OUT,43260.96,C370087889,177706.2,134445.24,C911017660,55629.04,98890.0,0,0
684,PAYMENT,686.11,C781967740,8882.77,8196.66,M275969558,0.0,0.0,0,0
64,PAYMENT,4371.29,C549417382,29407.18,25035.89,M628097608,0.0,0.0,0,0
635,CASH_IN,52698.23,C421229911,72499.34,125197.57,C565310132,27789.66,0.0,0,0
631,PAYMENT,1030.67,C869229709,51325.86,50295.19,M347399438,0.0,0.0,0,0
185,CASH_OUT,53893.96,C853929332,127673.88,73779.92,C360640761,126709.95,180603.91,0,0
469,PAYMENT,574.36,C266709007,25965.63,25391.27,M380611509,0.0,0.0,0,0
230,PAYMENT,520.24,C455229519,40746.95,40226.71,M211011830,0.0,0.0,0,0
299,PAYMENT,6039.54,C830488038,8246.98,2207.44,M402863132,0.0,0.0,0,0
735,CASH_IN,334688.95,C286302552,56561.12,391250.07,C890305700,156243.64,0.0,0,0
691,CASH_IN,65438.46,C424647020,32790.88,98229.34,C598899749,1030.62,0.0,0,0
62,CASH_IN,27589.61,C697041442,186668.46,214258.07,C465358789,51123.8,23534.19,0,0
687,TRANSFER,118499.39,C585016066,224758.69,106259.3,C694023176,64508.16,183007.55,0,0
516,CASH_OUT,99783.97,C552970340,110413.67,10998.382876192632,C812548094,28440.21,128224.18,0,0
175,PAYMENT,2653.67,C607614201,17890.75,15237.08,M747632142,0.0,0.0,0,0
685,CASH_IN,22068.24,C252723688,38514.82,60583.06,C313703068,251647.0,229578.76,0,0
740,PAYMENT,1050.44,C941347073,93087.01,92036.57,M792036894,0.0,0.0,0,0
